@relation normalize2

@attribute 'feature1' numeric
@attribute 'feature2' numeric
@attribute 'feature3' numeric
@attribute 'feature4' numeric
@attribute 'feature5' numeric
@attribute 'feature6' numeric
@attribute 'feature7' numeric
@attribute 'feature8' numeric
@attribute 'feature9' numeric
@attribute 'feature10' numeric
@attribute 'feature11' numeric
@attribute 'feature12' numeric
@attribute 'feature13' numeric
@attribute 'class' {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@data
-0.354615,0.567195892334,0.768323838711,1.92962193489,1.58401060104,-0.440211504698,19.51770401,14.4337081909,-17.747467041,-5.40287494659,8.43178844452,-0.207586437464,-5.48590421677,blues
-0.323839,0.369078278542,0.98084872961,0.424686610699,3.88770484924,3.09405589104,13.7117519379,6.1752448082,-24.503112793,-9.15028953552,5.68416070938,3.47085833549,-15.680680275,blues
-0.386055,1.0088442564,-1.00099658966,5.90661001205,10.7915372849,5.9258055687,15.5682725906,18.6942920685,-19.7658119202,-9.27578926086,6.88225793839,-9.90916061401,-24.4271221161,blues
-0.3527,0.0531585030258,2.41817831993,2.38074707985,6.56725263596,4.6908659935,17.6364555359,13.0905075073,-10.5754976273,-0.666184365749,2.9588534832,-0.116127982736,-18.8467407227,blues
-0.348616,1.01869463921,0.792802095413,4.75194072723,2.43615031242,3.18135547638,18.0975074768,3.19214129448,-17.8010978699,-1.80022978783,-9.39463806152,-4.10488939285,-19.9094791412,blues
-0.356664,0.366034179926,2.69974732399,1.07582747936,5.54356002808,1.26142454147,10.6968212128,6.52852296829,-15.4925870895,-4.01742839813,8.71854686737,1.14022231102,-23.2923946381,blues
-0.407603,0.81350004673,1.11114621162,2.84105539322,5.54358768463,6.04058551788,23.954120636,11.3922643661,-29.5929546356,-4.21845293045,10.6965274811,1.42226803303,-4.37552165985,blues
-0.305205,0.891606032848,0.429562807083,4.34897232056,3.23275303841,1.08651578426,19.0574302673,8.20851993561,-33.8412017822,-6.41949510574,1.58106732368,-2.71144318581,-4.85610866547,blues
-0.237108,1.02547240257,-1.55987131596,8.28169250488,2.86307501793,9.32810974121,11.1353588104,9.41362857819,2.00964951515,-8.83242797852,24.8781929016,18.2501945496,5.3108124733,blues
-0.490999,0.843946456909,-0.905098497868,10.7580680847,6.14123725891,12.8388719559,11.0557851791,8.69693088531,8.63217258453,-7.3539352417,0.453992754221,10.9594240189,8.48642539978,blues
-0.365454,0.789340794086,-1.5146279335,9.42761516571,9.90355491638,7.96142911911,5.25576972961,4.33132886887,3.56241440773,-2.88756537437,8.35736370087,13.7699661255,-8.49955654144,blues
-0.520105,0.617574930191,-0.6246560812,8.06544399261,4.38717603683,7.85972547531,1.49149036407,11.2216749191,-7.63008165359,-0.304528445005,7.46625852585,7.41428375244,15.6656847,blues
-0.239977,0.902753710747,-2.69357395172,11.4179286957,3.62746119499,5.65466690063,-2.1222858429,9.57597255707,10.0121078491,5.43277549744,12.4313573837,-8.43335342407,2.78660392761,blues
-0.381611,1.09589207172,-2.05187797546,6.44320726395,8.55860137939,9.80102348328,11.9174375534,13.090338707,4.89022064209,6.15514183044,-3.13891386986,10.0333690643,1.95279407501,blues
-0.287998,0.161822602153,4.84075546265,-3.00415706635,8.26247501373,7.470952034,1.42802798748,13.5236682892,-6.56295537949,27.3350830078,5.95063066483,7.9276676178,-22.5271129608,blues
-0.164292,0.400311559439,5.36960554123,-1.15520703793,11.118350029,4.73543024063,-4.40785741806,18.6847648621,-9.89239501953,10.8757581711,-2.61196684837,28.9434967041,-9.89905452728,blues
-0.216178,0.50835943222,4.12918519974,-0.803039491177,11.8051815033,10.2089328766,0.600655019283,13.7588014603,0.337324798107,24.4704380035,12.0278930664,11.0028123856,-9.11207485199,blues
-0.517759,0.290121227503,3.64280700684,-3.00161266327,6.28119087219,12.0692138672,-1.73075997829,8.77285957336,4.1060795784,17.3621520996,9.20450973511,25.8784389496,-21.6398773193,blues
-0.263071,0.240718975663,6.67156744003,-1.24084532261,8.3496389389,9.22057151794,-3.79156541824,10.5541114807,-3.11858463287,30.0350894928,8.10063552856,18.7262496948,-16.9527511597,blues
-0.206349,0.35504424572,4.518638134,-3.65654468536,5.45277357101,8.85461902618,2.55356407166,19.805273056,-11.6687088013,22.6341362,7.00073719025,21.5165748596,6.78574037552,blues
-0.053287,0.686904788017,4.43844985962,-4.45339679718,3.56955170631,5.83373785019,-9.54524898529,10.1006813049,1.21327984333,16.3036117554,-1.2679131031,10.2972993851,-9.88623809814,blues
-0.117585,0.75818747282,4.92067241669,-1.55265152454,7.04539728165,8.46442699432,-1.57098090649,17.5333404541,3.61542725563,18.4959049225,13.5378732681,11.4971265793,-19.6981525421,blues
-0.571883,0.661713778973,2.58518600464,-1.92700099945,2.10432505608,9.53628826141,0.27314171195,16.5141239166,-1.28562104702,21.8575973511,9.75484085083,14.6393613815,1.88670754433,blues
-0.153697,0.363268733025,4.88066911697,-3.15930485725,10.1240224838,11.0999174118,-4.27574205399,1.70032703876,4.39430475235,28.5715847015,10.9306459427,17.6438560486,-0.613195538521,blues
-0.516438,0.898761212826,4.16803979874,-2.20832276344,3.89072728157,11.3463497162,5.06185340881,13.9823532104,12.9694786072,13.0619029999,4.60308361053,12.9549655914,-9.81015968323,blues
0.119939,-0.816770911217,0.655618488789,4.63000392914,-1.23816454411,10.2831993103,5.01992368698,6.84322500229,0.969511568546,21.4365558624,9.53558349609,-10.6292715073,1.70431232452,blues
0.147696,-0.784392118454,1.17171394825,-0.227324441075,-1.8914141655,-0.202413991094,1.71221375465,12.0429563522,9.41071891785,24.5855636597,-0.230170413852,-24.0593261719,11.2029066086,blues
-0.006215,-1.25021219254,-0.81848180294,2.28471899033,2.7933549881,11.3439855576,-0.631530404091,11.8439884186,28.9594345093,42.7659187317,10.9583444595,-19.4294662476,15.3392162323,blues
0.122155,-0.472638994455,0.780910491943,-2.23607707024,-0.554083228111,2.31232857704,-0.605774343014,7.83722066879,8.86623191833,31.2972126007,12.3139629364,0.646589100361,-7.09130048752,blues
0.131827,-0.851597964764,-0.330784618855,1.23100066185,-2.0676817894,9.24618434906,-2.34929299355,11.8762168884,23.8089237213,35.2069396973,5.46551132202,-15.4761352539,1.92924761772,blues
-0.080051,-0.997114241123,0.982618391514,6.45381593704,7.22973251343,12.9725847244,1.61019539833,15.1560001373,27.8697719574,39.7633590698,14.8038902283,-19.9846477509,9.16728210449,blues
-0.156377,-0.889359652996,1.87762308121,3.66121411324,5.4667429924,12.5452260971,2.65902066231,16.5030593872,20.1642494202,26.0588798523,8.36600208282,-16.8449649811,13.2253522873,blues
-0.041457,-0.84619820118,1.86688268185,6.96849822998,2.71342515945,15.0396299362,6.98832368851,17.967874527,28.5790538788,33.7214584351,-5.51848459244,-11.5225534439,21.3511810303,blues
0.157074,-0.391617447138,-0.542732775211,1.42911124229,-1.59099841118,4.47583198547,-2.19055151939,3.76557183266,2.94192361832,22.5150604248,1.75155138969,2.40081191063,-8.23125076294,blues
-0.384675,-0.289211690426,2.64685678482,6.13124370575,2.75395464897,26.5254306793,16.388469696,11.3059530258,23.4059638977,40.1131019592,6.80923080444,-1.07758176327,39.9431114197,blues
0.217297,-0.253010392189,-1.7857093811,-0.593989133835,0.113597415388,8.17535877228,3.56815743446,6.95423793793,7.08858060837,6.37012338638,-7.68360805511,11.7186851501,14.1709222794,blues
0.316007,-0.0515813343227,-2.3767182827,4.55149745941,6.809445858,-0.166808739305,-4.04226827621,-5.29564857483,-6.38934135437,-17.3984737396,-7.97465658188,7.69995212555,14.3787536621,blues
-0.294342,0.456246078014,-2.65019798279,6.31440782547,1.6769733429,3.86863780022,11.3281927109,8.99920368195,-1.11100924015,2.01422262192,-6.98145627975,16.8428707123,34.0883903503,blues
0.276605,-0.151803508401,-3.30626678467,3.99541068077,-0.258494973183,1.24883782864,-3.54228067398,1.76581525803,-3.906280756,-4.0100812912,-19.1867790222,5.54292583466,13.2059297562,blues
0.294375,-0.246003687382,-2.95130085945,1.47238349915,5.43506765366,8.37152290344,-3.91264653206,1.18859863281,-1.74875533581,-8.95310878754,-14.4088592529,5.31063365936,-0.272835046053,blues
0.164981,-0.249868243933,-2.84144353867,2.34892296791,2.07655096054,0.260861963034,1.77406620979,6.28035879135,1.18926179409,-5.94988536835,-19.1327037811,7.86800432205,18.9527893066,blues
0.025381,-0.163846075535,-0.752900063992,3.05076861382,3.05413389206,3.81860756874,5.67848300934,3.36695218086,-1.31874608994,7.77459335327,-2.445789814,9.10916233063,13.6012544632,blues
0.153405,0.162039384246,-3.01782941818,0.593773663044,3.96167349815,8.71926689148,-8.29265975952,9.08067989349,2.23667192459,-1.04909050465,-4.51102256775,11.8357515335,7.04885482788,blues
0.192925,-0.0790294632316,-1.54437530041,4.22140264511,2.9855196476,3.72055697441,5.45134878159,11.6348247528,-1.65168368816,-8.55616950989,-11.1301469803,-9.32785701752,-9.84506034851,blues
0.230776,-0.662546217442,-2.00216627121,5.44506502151,3.30468559265,0.894528567791,2.69369792938,-0.306594133377,-5.98405694962,-3.51244163513,-11.3326396942,10.9977655411,19.3868274689,blues
0.268677,-0.166336774826,-2.67384934425,0.382396042347,2.40956068039,6.98762559891,-1.76640343666,7.55023527145,1.36316275597,-2.0759832859,-12.2130336761,12.308134079,9.20605182648,blues
0.264002,-0.82333356142,-1.58900439739,6.75979995728,-7.12615966797,8.36564159393,-13.9085206985,7.76268959045,-1.78785717487,9.01592254639,7.20700073242,4.7829041481,-32.6094589233,blues
0.083823,-0.303358316422,-0.132552966475,1.5856512785,-12.925994873,4.61326503754,-14.401102066,1.52790880203,10.6369419098,-15.1235761642,10.6455621719,21.2413578033,9.4018907547,blues
0.119263,-0.884178996086,1.72722375393,3.19815707207,-6.2269320488,5.5818195343,-12.3288030624,-10.7674598694,-1.67969918251,-5.8698554039,4.96205711365,3.44698238373,17.1850528717,blues
0.244433,-0.663221418858,0.833361566067,8.52737236023,-4.83929443359,1.93761622906,-4.78575801849,-9.2516708374,-5.1198759079,-18.0273208618,1.34001946449,-0.35840639472,11.6121139526,blues
0.181978,-0.739633917809,0.756781816483,2.16745448112,-5.76134967804,4.12912559509,-13.2395849228,-8.46359920502,-1.18888425827,-12.2787189484,6.35482883453,12.2346782684,17.80418396,blues
0.125867,-0.418404012918,0.775724351406,1.57075703144,-4.11738777161,4.38376903534,-9.57879734039,-1.3529446125,7.68138408661,-2.70301699638,-0.491678804159,12.420343399,-11.7918558121,blues
0.218312,-0.225510522723,0.610659956932,3.32241749763,-7.39182519913,1.09059870243,-6.15763282776,-6.81900596619,-2.11119365692,-10.0169067383,0.547636806965,9.02692222595,25.3963394165,blues
0.150379,-0.649134039879,1.55069589615,5.57266712189,-7.37371587753,-3.96581244469,-8.65073299408,-11.9300355911,-8.67225456238,-9.38462257385,4.57470989227,11.89868927,18.3503799438,blues
0.176622,-0.289797097445,1.34802520275,3.47775197029,-9.78153133392,11.4169435501,-11.7716741562,-4.77395009995,0.850408494473,-6.34755897522,-12.7925024033,16.8150253296,-9.91014862061,blues
0.092393,0.0508562810719,0.521311998367,1.2756074667,-3.41130852699,2.46122360229,-18.6208992004,3.15497541428,-2.22355055809,-6.60134077072,-5.61717700958,3.44422149658,2.64761018753,blues
0.23804,-0.543257474899,0.988580286503,6.05522060394,-6.43675088882,0.0686603188515,-5.02425909042,-9.50002574921,-9.77951717377,-14.0284175873,-2.92737555504,6.18923854828,10.2861642838,blues
0.118723,-0.641858041286,4.0546169281,5.90559244156,-5.00759601593,5.48834466934,-12.5887737274,-3.81201505661,2.46009922028,-23.8843097687,13.0158176422,5.73273420334,35.3430786133,blues
0.434687,-0.193149864674,-0.445834726095,3.41349315643,1.44491732121,3.16308403015,-3.39654517174,6.57339668274,4.51651906967,1.02175843716,-6.85815382004,6.25895214081,-15.2824258804,blues
0.32774,-0.557527780533,1.53205931187,-3.03641629219,3.49868488312,6.60585021973,-9.45260238647,5.27635478973,-3.36833524704,11.1995344162,-12.4968442917,-0.243124678731,-7.04170703888,blues
0.23157,-0.531906723976,-1.07079398632,-1.58838403225,2.35520577431,6.45253896713,-1.80758798122,10.5588550568,-2.23449659348,2.29329371452,-6.56404304504,-3.25463438034,5.06261110306,blues
0.393935,-0.836955606937,-1.39551949501,-1.86115014553,-0.363469690084,3.91483139992,1.82520222664,2.71029376984,-24.85871315,1.83462500572,3.89956569672,-2.10286927223,31.2592010498,blues
0.403389,-0.228513494134,-1.03313922882,-4.89197826385,-0.329345911741,4.56888484955,-9.70074558258,0.0977342650294,-5.21560001373,3.39869904518,0.29289907217,-0.387034803629,10.4666996002,blues
0.507304,-0.349866360426,-1.22785782814,-3.59948754311,-1.88368701935,4.20960283279,-8.11944198608,1.53858089447,-2.88401985168,-0.511481225491,-5.93490886688,6.88266563416,3.98606228828,blues
0.522385,-0.597274124622,-0.964549064636,-3.3378508091,-1.52503967285,2.5747423172,-11.9330177307,-3.33516478539,8.15069103241,-2.99193811417,5.63654279709,8.72782707214,-4.58423566818,blues
0.344295,0.351873219013,-1.51349055767,-1.76404440403,-4.33223867416,1.9951376915,-7.8655295372,-2.89012408257,2.00459861755,5.05594873428,-13.7906713486,3.57642841339,0.180119633675,blues
0.499874,0.0510575249791,-2.22863745689,-1.93402051926,-8.09111213684,0.615703582764,-5.57123231888,-2.67170000076,7.91189336777,-3.21619415283,-12.2419176102,7.70585346222,-22.6873168945,blues
0.453559,0.114726953208,-0.26850733161,-1.77973544598,-1.8055921793,-0.0173605363816,-12.7749643326,3.13350605965,-15.3379163742,0.806771636009,1.85175359249,-13.9642524719,-3.31115007401,blues
0.437586,-0.491665124893,-1.15706050396,-1.16129183769,-3.29336953163,1.6687874794,-14.2759428024,2.9268386364,1.94610106945,-1.63701939583,-1.69789254665,-0.105325005949,2.93333387375,blues
0.391199,0.0857837125659,-1.61766815186,-3.87750983238,1.13087248802,0.0794182568789,-9.32367801666,-3.99438476562,1.16042304039,-3.96228766441,-1.3226249218,10.5392141342,-1.94519364834,blues
-0.123783,0.874759674072,0.161561831832,-0.264916986227,5.58562421799,8.61907672882,2.97465968132,15.1285362244,14.0539369583,11.9844932556,1.36401569843,-21.3872146606,2.55466032028,blues
-0.305544,0.870997488499,1.2641402483,-0.647580802441,5.84264135361,6.83482980728,1.58730018139,8.56883811951,-8.03421211243,2.15910124779,-5.35737037659,-8.75237941742,12.2677154541,blues
-0.035097,0.423794925213,1.46497750282,1.55648589134,3.61254310608,9.25457763672,-3.88304829597,14.4844484329,6.64841651917,2.68323135376,9.09591674805,-3.74908208847,14.1111755371,blues
-0.232983,1.06344890594,-0.0280993580818,-0.14336027205,8.0450592041,2.42059063911,3.81576061249,14.5585327148,11.5597877502,9.24344825745,1.66273665428,-4.70150709152,-13.5931425095,blues
-0.893958,1.30622577667,2.08606934547,0.0887007117271,3.8369281292,0.363574773073,3.83328413963,7.93282842636,-5.68244504929,8.17402458191,11.4174966812,-2.45291161537,-6.33119392395,blues
-0.322187,1.11928784847,-1.85495424271,-3.33199620247,-10.4339437485,-0.7007791996,-0.619558036327,4.78907680511,-5.08135414124,0.0478803031147,-21.450963974,-4.40208053589,-0.101540148258,classical
-0.495488,1.40604615211,-1.1860127449,-3.12707495689,-15.9777374268,0.773701131344,0.284416079521,5.24623632431,1.45560657978,15.9739246368,-4.51702594757,-1.07447195053,-21.8146057129,classical
-0.253616,1.04480731487,-1.41594982147,-2.49871397018,-10.1240329742,1.60300719738,3.15930962563,6.9052977562,3.43701958656,6.85368061066,-14.9035549164,0.965820908546,-11.7256212234,classical
-0.520318,1.13113999367,-3.31560134888,0.222091779113,-15.7661218643,7.08480167389,4.64245891571,-0.524533390999,-6.55216360092,10.0382318497,-1.660120368,-27.3038902283,-22.5767536163,classical
-0.238445,0.791692793369,-2.05702137947,-1.5157276392,-8.31946086884,-1.48892915249,-6.28046894073,-10.078959465,0.816024243832,15.8263149261,7.94264507294,-0.128826484084,-0.70527869463,classical
-0.398651,1.2040823698,-1.91422986984,2.52512979507,-1.09845268726,0.764079451561,-4.52393293381,-2.51969814301,-5.56728601456,3.06530094147,-12.1204662323,-0.763515770435,-5.06568861008,classical
-0.441687,1.12322688103,-1.1546369791,2.73225140572,1.11832797527,3.49933028221,-4.16812896729,-1.89404332638,-7.00951147079,4.39056110382,-18.2114124298,-2.81115007401,-9.40544223785,classical
-0.467811,1.05163478851,-1.27635622025,2.19265365601,-1.04684853554,1.61997306347,-5.9135928154,-2.71905779839,-6.98847866058,-0.598792433739,-10.847858429,3.68870043755,8.00440311432,classical
-0.376159,0.984700381756,-1.50957226753,2.49677014351,-0.165679976344,0.340115636587,-9.1496295929,-6.37604570389,-8.0465965271,6.54531097412,-16.8196487427,-2.30266284943,2.00308418274,classical
-0.685545,1.01252734661,0.334274470806,5.10177230835,-1.7699328661,0.261995136738,0.684099912643,-2.13121581078,-6.03213977814,11.9894332886,-7.14564800262,1.48664462566,-6.31035137177,classical
-0.500559,1.04905223846,-1.62296032906,0.478990465403,-5.89475393295,0.331367254257,-3.43084001541,-3.10355591774,-10.9831466675,-1.98825752735,-20.8117198944,-15.0302801132,-9.01048564911,classical
-0.816601,2.69494533539,-0.580001413822,0.419534415007,1.08931779861,3.52122473717,5.09626579285,-3.05973887444,-22.2221832275,-26.4208259583,-22.9433727264,10.2871313095,2.78379774094,classical
-0.690184,1.81071507931,-1.12683045864,1.65472590923,-0.110295057297,1.21916258335,0.800342798233,-2.96562862396,-12.4689321518,-2.49652600288,-23.3916130066,-7.89534711838,-13.6554088593,classical
-0.630348,1.43838310242,-1.74493086338,0.953316807747,-1.92542552948,1.74050796032,-4.61394691467,-7.35187149048,-20.8504562378,-11.05701828,-17.9286117554,4.80406999588,5.17115020752,classical
-0.55025,1.74054324627,-1.81527924538,2.67353653908,0.878551781178,3.02018547058,-3.10916090012,-4.9844827652,-9.31421947479,3.49503111839,-8.12424087524,-0.917866051197,-14.1550016403,classical
-0.902702,1.00341665745,-1.27625358105,-0.130096271634,-5.21173763275,-8.7796792984,-15.2463731766,-10.0708045959,-20.3452739716,5.30469608307,-7.63840818405,-3.90667390823,-18.2447872162,classical
-1.13005,1.54711103439,1.60410642624,2.10225987434,2.54433083534,0.0220786333084,-3.83053946495,-0.985761940479,4.15792798996,20.8731079102,12.6988449097,14.5568494797,4.72730350494,classical
-0.474608,1.58494341373,-1.26072704792,-2.60615301132,-7.2991309166,-3.11636853218,-6.78630781174,0.0572188049555,-8.94048881531,-4.15163564682,-20.758480072,-10.2415828705,-18.6562194824,classical
-0.912091,1.66174983978,-0.582466185093,0.353862166405,0.872963428497,-0.208250522614,-6.39878129959,-7.2280087471,-25.2870063782,-10.7203550339,-20.1948280334,-14.4150066376,-11.6210002899,classical
-1.11363,1.34666025639,-0.10780980438,1.90629649162,-0.164429023862,-2.64170312881,-3.40144848824,-6.0725684166,-3.85685634613,12.5831298828,5.7608423233,12.4344558716,-6.43036985397,classical
-0.497144,1.80468082428,-1.66268289089,0.0616079568863,-0.973988473415,1.0609292984,-3.05805182457,-5.30443429947,-11.9131183624,4.6101641655,-9.47227096558,-2.03329157829,-14.9706287384,classical
-0.54274,1.66595685482,-1.52328765392,1.27340781689,-0.720597445965,-1.21103358269,-6.44910573959,-6.04619073868,-5.63558673859,7.35006999969,-11.0061855316,-0.618875265121,-4.35282182693,classical
-0.416249,1.69920730591,-1.36874580383,-1.21271812916,-1.04755818844,-0.140427440405,3.53103256226,2.61782622337,-2.43885970116,-11.7434053421,-22.4303283691,-8.8461265564,-4.86130714417,classical
-0.812224,1.56847476959,0.614693820477,1.83142459393,7.9949464798,1.90742266178,2.886064291,-2.8751449585,-4.6311173439,15.8543815613,16.2832393646,23.5611495972,16.1122989655,classical
-0.213266,1.70663666725,-1.40220975876,-0.327782452106,-3.33563709259,-2.93529558182,-1.48554849625,0.859321057796,-3.98736095428,0.856657207012,-7.6194486618,-8.36231899261,-15.1121482849,classical
-0.243863,1.8255739212,-1.46736645699,-0.827942013741,-1.05917429924,-1.39113140106,2.60013842583,5.8653717041,3.12029528618,-3.2819852829,-15.3379135132,-8.27268409729,-11.7263269424,classical
-0.604468,2.13469552994,-2.14234972,-3.1350004673,-6.34331798553,-2.30369400978,-0.701112568378,-3.16520833969,-12.2078075409,-0.28896483779,-6.50074291229,-0.218909502029,-11.9510984421,classical
-0.653223,2.21053028107,0.915307819843,0.33119687438,-1.11518371105,-0.0642927438021,-0.371838480234,-4.77891206741,-10.3294000626,5.57153987885,0.43630450964,13.1917238235,-6.4359498024,classical
-0.296334,1.9532084465,-1.994171381,-1.22475254536,-4.2824177742,3.52671027184,4.5940861702,0.521093964577,-12.6869125366,-4.48461723328,-11.9900522232,2.31399202347,3.06706857681,classical
-0.450868,1.13173830509,-2.11990571022,-0.364764094353,-2.42624330521,-2.43250203133,-6.24931526184,-1.53603732586,-10.9689979553,1.47504937649,-13.123509407,-6.44524717331,-6.98573350906,classical
-0.515623,1.62580347061,-1.83837902546,3.31516432762,1.52414035797,1.05685758591,-6.36592531204,-4.33743810654,-9.11523151398,12.9983177185,8.50365543365,8.00032615662,-6.35239601135,classical
-0.872952,1.99966990948,0.420408338308,3.02361488342,2.72399973869,7.07865762711,-3.93695235252,-1.54390645027,-6.06072854996,6.98890304565,1.79977178574,9.61505889893,18.4842948914,classical
-1.229927,2.02613115311,2.41891622543,2.83027076721,1.32480144501,4.91311359406,-4.42918682098,-2.51061058044,-0.0425959080458,9.31066799164,6.9677734375,14.0637569427,12.1330928802,classical
-1.050077,1.5555768013,-1.34489071369,2.67013669014,-0.459300041199,2.15418934822,-3.77678465843,-4.58107233047,1.2852550745,15.3671779633,-3.90045189857,-2.2975757122,-8.18715286255,classical
-0.475306,1.2874904871,-1.95287108421,2.78547954559,0.192985385656,3.41189956665,-0.425839543343,0.42615750432,-0.136299923062,15.1133298874,11.2088546753,18.7028102875,1.93974208832,classical
-0.709331,2.15384864807,-1.46823728085,2.83732461929,2.83383584023,8.19880104065,-3.30028867722,-3.8570125103,2.8157992363,15.5050535202,4.16304683685,3.30565309525,1.59106576443,classical
-0.916344,1.35350775719,0.688757658005,3.28637671471,-2.12101626396,10.9215354919,3.62978482246,0.500734329224,-4.41634511948,3.88669657707,-1.55567014217,6.28052043915,-1.40915477276,classical
-0.374327,1.27473986149,-3.51995897293,2.67795705795,-0.32013040781,6.55869054794,-3.4351348877,-5.95910739899,-11.668138504,10.8890066147,2.44758629799,0.763980686665,9.92333984375,classical
-0.409847,1.70176649094,-2.98153352737,1.65027475357,-0.212456613779,7.08731460571,0.0194929670542,-0.955027401447,-4.61242103577,9.0746049881,-2.99393844604,-2.93957209587,-12.8613967896,classical
-0.866481,1.01925587654,-1.37587153912,-3.01534724236,-4.22843360901,1.79684603214,2.69079637527,-7.03554296494,-32.3359069824,-0.831729829311,14.7417259216,-17.0153942108,-9.33477497101,classical
-0.689248,1.36049437523,-1.33143472672,1.21388053894,-0.913137733936,3.19745016098,-6.16307830811,-4.48286485672,-11.1888122559,8.67946147919,11.6743507385,25.0268974304,19.9570980072,classical
-0.670175,1.47667551041,-2.83983683586,1.62403202057,1.06470572948,3.65061402321,-6.26396179199,-1.17901349068,-0.164496675134,17.2489242554,1.8941899538,-1.35013115406,-9.16803646088,classical
0.06035,2.24177479744,-3.01346850395,-5.19854640961,-4.07811260223,-3.80311489105,-0.864114403725,-6.66663646698,-12.2907905579,-12.9045715332,0.371469736099,-6.80278158188,-0.152273759246,classical
-0.335866,2.29806423187,4.12522506714,-4.65411186218,5.62560081482,0.317751288414,-0.129693359137,-1.65842878819,9.73922252655,-6.29086589813,6.31048202515,-4.23149347305,-5.69319248199,classical
-0.750844,2.05297636986,-0.533215045929,-0.231458619237,-2.65111231804,2.99623608589,7.80093574524,-5.12763404846,4.82344055176,-2.25964975357,-18.8892707825,-36.5635948181,-23.666437149,classical
-0.021189,2.05490231514,-0.31465190649,-2.50408625603,0.287447035313,-2.3568611145,-0.851269900799,-3.63222312927,6.21700811386,-7.00757217407,8.56049537659,2.09600043297,-0.927130699158,classical
0.227853,0.624222159386,-1.61858689785,-2.76001358032,-3.91115164757,2.03267526627,-4.0432062149,-1.11463856697,2.32389068604,-4.13205957413,-0.616274654865,-9.51163101196,7.08683586121,classical
